id|aufgabe02|aufgabe03
36099||Anton Theobald ^%^%Brück
36100||Brück'l (Brückl), Friedrich (1756-nach 1814) 
36109||Gräfin Jenny ^%^%Brühl
43273||Brühl, Johanna Margareta Christiane (#1+Christine#1-, #1+Tina#1-) Gräfin von, geb. Schleierweber (1756-1816) 
61936||Mährisch-Schlesische Gesellschaft ^%^%Brünn
36120||Karl Theodor Paul Emil ^%^%Brunnquell
43279||Buch, Christian #1+Leopold#1- von (1774-1853) 
36130||brf-
36134||Johanna Maria ^%^%Buchholz
43280||Friedrich ^%^%Buchholz
36136||Buchholz (Buchholtz, Bucholtz, Bucholz), Wilhelm Heinrich Sebastian (1734-1798) 
43283||Karl ^%^%Buchner
43284||Bucholtz, #1+Franz#1- Bernard Joseph (seit 1817 oder früher:) von (1790-1838) 
43290||brf-
36152||Friedrich Ludwig ^%^%Bührlen
43295||Eduard von ^%^%Bülow
46931||Karoline Mathilde von ^%^%Bülow
36158||Samuel Gottlieb ^%^%Bürde
43297||Gottfried ^%^%Büren
36161||Bürger, Gottfried August (1747-1794) 
43298||Elise ^%^%Bürger
36164||Bürkli, Johann Heinrich (1760-1821) 
36166||Lippmann Moses ^%^%Büschenthal
46001||E. P. ^%^%Büsching
43301||Büssel, #1+Alois#1- Joseph (1789-1842) 
36169||Christian Wilhelm ^%^%Büttner
43302||Karl ^%^%Büttner
50253||^%^%Bufleb & Sohn
36179||Johann Karl ^%^%Bullmann
43507||brf-
46933||Wilhelm ^%^%Burckhardt
43311||Burdach, Christian Gottfried #1+Heinrich#1- (1775-1823) 
43312||Louis ^%^%Burgdorf
36186||Burgdorf (Burgdorff), #1+Minna#1- Charlotte (geb. 1780) 
43313||August ^%^%Burgmüller
43316||Christian Karl ^%^%Buri
36192||Buri, Ernst Karl #1+Ludwig#1- Ysenburg (seit 1753:) von (1747-1806) 
36195||Friedrich ^%^%Burmeister
36204||Bury, Isaac (#1+Isaak#1-) Pierre (1782-1851) 
43318||Bury, Johann #1+Friedrich#1- (1763-1823) 
46934||Juliane ^%^%Busch
47251||Busch, #1+Julius#1- Hermann (auch: #1+Johann#1- Julius Hermann B.; Ps. Abaldemus) (1793-1879) 
36209||Friedrich Gottlieb von ^%^%Busse
36211||Bussler, Ernst Friedrich (1773-1840) 
36213||Karl Friedrich Kornelius von ^%^%Bussler
36214||Wilhelm ^%^%Butte
36215||Buttel, Christian Diedrich von (1801-1878) 
46003||Siegmund ^%^%Buttstaedt
36220||W. ^%^%C.
36221||Johann Vinzenz ^%^%Cämmerer
36228||Pietro und Michele ^%^%Cajrati
36235||George Henry ^%^%Calvert
46009||^%^%Calvesche Buchhandlung
36237||Jean Baptist ^%^%Camberlyn
54329||Cambridge (USA), Harvard University 
43327||Friedrich ^%^%Campe
49295||Cancrin, Georg (Jegor Franzowitsch Kankrin) (seit 1829:) Graf (1774-1845) 
49299||Stratford ^%^%Canning
43330||Karl ^%^%Canzler
49276||Carl, Johann Christian #1+Friedrich#1- Ernst (1798-1865) 
46017||^%^%Carlier (de)
36274||Karl Adolf von ^%^%Carlowitz
49275||Jane ^%^%Carlyle
49273||John ^%^%Carlyle
49274||Carlyle, Thomas (1795-1881) 
52079||brf-
45204||Fürstin Adelheid ^%^%Carolath-Beuthen
43335||Wilhelm ^%^%Carové
49272||Jean de ^%^%Carro
43339||Ignaz Franz ^%^%Castelli
36300||Castrop, Jean Antoine Joseph de (um 1731-1785) 
43340||Franz ^%^%Catel
43341||Catel, Ludwig (#1+Louis#1-) Friedrich (1776-1819) 
43343||Karl von ^%^%Cathcart
46024||Cauer, Emil d. Ä. (1800-1867) 
49297||František Ladislav ^%^%^%>Celakovský
36327||Adelbert von ^%^%Chamisso
36330||Jean ^%^%Chanorier
36340||Toussaint von ^%^%Charpentier
43346||Chassepot, Anna #1+Dorothea#1- Elisabeth de, geb. von Knabenau, gesch. (? Gräfin) Raut (Rand, Rant, Raud) (1779-1848) 
49292||Charles Julien Lioult de ^%^%Chênedollé
36351||Chézy, Antoine Léonard de (1773-1832) 
43352||Helmina von ^%^%Chézy
36360||Johann Friedrich ^%^%Christmann
50406||James ^%^%Churchill
36366||Nikolaus ^%^%Ciangulo
43355||Cicognara, Francesco #1+Leopoldo#1- Conte di (1767-1834) 
36369||August ^%^%Ciliax
36375||Matteo ^%^%Ciofani
36378||Justus ^%^%Claproth
49962||Clemens (vorher: Goldschmidt), Alois (1793-1863) 
36396||Henri ^%^%Cless
50851||Michael ^%^%Clotten
43361||Karl ^%^%Cnobloch
36406||Paul Joseph von ^%^%Cobres
36411||Cogswell, Joseph Green (1786-1871) 
36416||Heinrich Joseph ^%^%Collin
36418||Filippo ^%^%Collina
36426||^%^%Colquhoun
43367||Johann Matthias ^%^%Commeter
36435||Pietro ^%^%Configliachi
36437||Matthias ^%^%Conrad
46935||Eugeénie de ^%^%Constant
43369||Benjamin ^%^%Constant
43373||Cornelius, #1+Peter#1- Joseph (seit 1825:) von (1783-1867) 
43377||Marie ^%^%Cornet
36460||Giuseppe ^%^%Cortesi
43381||Georg von ^%^%Cotta
49289||Cotta, Karl #1+Bernhard#1- (seit 1860:) von (1808-1879) 
49290||Cotta von Cottendorf, #1+Elisabeth#1- Sophie, geb. von Gemmingen-Guttenberg (1789-1859) 
49291||Sophie von ^%^%Cotta
43384||Karl von ^%^%Coudenhove
36476||Victor ^%^%Cousin
43393||Friedrich ^%^%Cramer
36485||Karl Friedrich ^%^%Cramer
36491||Christian Lukas von ^%^%Cranach
43404||Henriette von ^%^%Crayen
49261||Karl ^%^%Credner
36503||Heinrich Friedrich Sigismund ^%^%Creutznacher
43409||Creuzer, Georg #1+Friedrich#1- (1771-1858) 
49260||Cristofori (Cristoforis), Giuseppe de (Joseph von C.) (1803-1837) 
49259||George ^%^%Croly
36507||August Friedrich Wilhelm ^%^%Crome
36511||^%^%Crusen
43410||Wolfgang ^%^%Cserey
43412||Cuvier, Georges (eigentl. Jean Léopold Nicolas Frédéric C.) (1769-1832) 
49258||Cuvier, Sophia Laure #1+Clémentine#1- (1804/05-1827) 
36523||Czartoryski, #1+Adam#1- #1+Kazimierz#1- Joachim Ambroży Marek Fürst (1734-1823) 
36526||Franz ^%^%Czupick
36527||Christoph Christian (von) ^%^%Dabelow
43418||Friedrich Hugo von ^%^%Dalberg
43419||Dalberg, #1+Karl#1- #1+Theodor#1- Anton Maria von (1744-1817) 
43421||Dalberg, #1+Wolfgang#1- #1+Heribert#1- Tobias Otto Maria Johann Nepomuk von (1750-1806) 
36539||Dalton, Jane (1742-1817) 
49282||Reinhard von ^%^%Dalwigk
36545||Vicomte Henri Cabot de ^%^%Dampmartin
43422||Adolf von ^%^%Danckelmann
36546||Kornelia Helena von ^%^%Danckelmann
43425||Ludwig von ^%^%Danckelmann
36549||Eugène ^%^%Dandrée
49283||Ferdinand ^%^%Dann
36556||Johann Ernst Friedrich ^%^%Danz
36565||Martha Friederika ^%^%Darjes
36566||Darnstedt (Darnstädt), Johann Adolf (1769-1844) 
36571||Karl Wilhelm ^%^%Daßdorf
49301||Heinrich ^%^%Dau
1502||David, Pierre Jean (genannt David d'Angers) (1788-1856) 
49303||Eduard Wilhelm ^%^%Davidsohn
36580||^%^%Davidson
49304||Jane ^%^%Davy
46050||^%^%Dazincourt
19723||Deinhardstein (Deinhard-D.), #1+Johann#1- #1+Ludwig#1- Ferdinand (1794-1859) 
49305||brf-
43438||Delort (de Lort), Marie #1+Joseph#1- (1772-1837) 
36610||Dorothea ^%^%Delph
36613||Karl Friedrich ^%^%Demiani
37742||Gelehrte Sozietät im ^%^%Haag
43443||Denon, Dominique #1+Vivant#1- (seit 1812:) Baron (1747-1825) 
36621||Dentzel, Georg Friedrich (seit 1808:) Baron (1755-1828) 
43444||Wilhelm ^%^%Deny
46942||Johanna ^%^%Deny
43447||Georg ^%^%Depping
36626||August Ferdinand ^%^%Derling
36627||Derling, Karl Ludwig (um 1758-1819) 
43449||Derschau, Hans #1+Albrecht#1- von (1754-1824) 
36628||Derschau, Hans Albrecht von (1790-1842) 
49815||Èmile ^%^%Deschamps
43452||Jean ^%^%Desport
49306||Charles ^%^%Des Voeux
60016||Pierre Jean Louis ^%^%Devismes
60036||nam ^%^%Devismes
36645||Diede zum Fürstenstein, Wilhelm Christoph von (1732-1807) 
58314||Johann Friedrich ^%^%Dieffenbach
44915||Sophie ^%^%Diemar
52354||Elisa ^%^%Dies
43460||Heinrich ^%^%Dieterich
36651||Johann Christian ^%^%Dieterich
55931||Ewald Christian Viktorin ^%^%Dietrich
36656||Friedrich Gottlieb ^%^%Dietrich
43461||Anton ^%^%Dietrich
43462||Michael ^%^%Dietrich
36658||brf-
43466||Dietrichstein, #1+Moritz#1- Johann Karl Joseph Georg Graf von (1775-1864) 
43471||Dietz, Johann Jakob #1+Christian#1- (1749-1807) 
36661||Konrad ^%^%Dietzel
43478||Diez, Heinrich #1+Friedrich#1- (seit 1786:) von (1751-1817) 
43479||Georg ^%^%Dillis
36669||brf-
36677||Johann Gerhard ^%^%Distling
46945||Friedrich ^%^%Dittmar
36680||Sigismund Gottfried ^%^%Dittmar
43482||Dittrich, #1+Anton#1- Franz (1786-1849) 
36683||Josef ^%^%Dobrovský
36686||Bernhard Joseph ^%^%Docen
46946||Georg Theophron ^%^%Döhne
36702||Doell (Döll), Friedrich Wilhelm (Eugen) (1750-1816) 
46067||Leberecht ^%^%Döring
43490||Georg ^%^%Döring
43492||Wilhelm ^%^%Döring
49816||Wilhelm Ludwig ^%^%Döring
36711||Dörr, Johann Wilhelm Heinrich (1755-1819) 
43495||Dohm, #1+Christian#1- Konrad #1+Wilhelm#1- (seit 1786:) von (1751-1820) 
49817||Karl August ^%^%Dohrn
43496||Dominikus, Johann #1+Jakob#1- (1762-1819) 
64076||Maximilian ^%^%Donndorf
19782||Johann Jakob Christian ^%^%Donner
43497||Donop, #1+Georg#1- #1+Karl#1- Wilhelm Philipp von (1767-1845) 
36730||Theodor ^%^%Dornbusch
36732||Friedrich ^%^%Dornensteg
36733||Georg ^%^%Dorner
43498||Heinrich ^%^%Dornheim
49818||Charles Eurwicke ^%^%Douglas
49814||Dreyssig (Dreißig), Auguste Friederike, geb. Herzog (1771-1843) 
36749||August ^%^%Drumann
49853||Paul ^%^%Dubois
36759||Düring, Johann #1+Christian#1- von (1751-1823) 
51259||Kunstverein ^%^%Düsseldorf
36766||Du Four (Dufour), Jacques (1752-1812) 
43508||Dufour-Feronce, Jakob (Jacques) #1+Ferdinand#1-, (seit 1816:) D. von Feronce (1766-1817) 
36772||Jacques Joseph ^%^%Duhen
36773||Karl Friedrich Eduard von ^%^%Duisburg
36781||nam Comte Jean Louis Du Manoir
49854||Dumont (Dümont), #1+Bernhard#1- Alexander (1789-1863) 
43513||Duncker, #1+Karl#1- Friedrich Wilhelm (1781-1869) 
46083||^%^%Duncker & Humblot
52102||brf-
49905||Dupin, François Pierre #1+Charles#1- (1784-1873) 
43516||Louis ^%^%Duport
49929||Claire ^%^%Durfort de Duras
43518||Luise ^%^%Duttenhofer
36803||Alexandre ^%^%Duval
49925||Marie ^%^%Duval
36805||Duvau (Du Vau), Louis #1+Auguste#1- (1771-1831) 
36808||Johann Gottfried ^%^%Dyk
36814||Heinrich Wilhelm ^%^%Eberhard
43521||Anton ^%^%Eberl
62109||brf-
19833||Karl Egon ^%^%Ebert
49769||Eberwein, Ernst #1+Julius#1- (1802-1870) 
43523||Eberwein, Franz #1+Karl#1- Adalbert (1786-1868) 
43525||Eberwein, Traugott #1+Maximilian#1- (1775-1831) 
49770||Moritz ^%^%Eckart
49771||Theresia von ^%^%Eckartshausen
36834||Comte Armand François Hennequin d'^%^%Ecquevilly
70365||Royal Society ^%^%Edinburgh
49772||August Wilhelm ^%^%Eding
36837||Edling, Albert Kajetan Graf von (1772-1841) 
49956||^%^%Edward
49935||William Frederic ^%^%Edwards
43531||nam Friedrich von ^%^%Eggelkraut
43533||Egloffstein, #1+August#1- Christoph Karl Friedrich Albrecht Ferdinand von und zu (1771-1834) 
36846||Isabella von ^%^%Egloffstein
49444||Graf Karl ^%^%Egloffstein
36847||Egloffstein, #1+Karoline#1- Auguste Sophie Wilhelmine von und zu, geb. von und zu Aufseß (1768-1828) 
43540||Egloffstein, Wolfgang #1+Gottlob#1- Christoph von und zu (1766-1815) 
43541||Ehlers, Johann #1+Wilhelm#1- (1774-1845) 
49773||Ehrenberg, Christian Gottfried (1795-1876) 
49779||Marianne ^%^%Ehrenström
56031||August ^%^%Ehrmann
43543||Ehrmann, Johann #1+Christian#1- d. J. (1749-1827) 
49777||Gottlob Friedrich ^%^%Ehwald
49778||Joseph von ^%^%Eichendorff
36864||Frédéric Gustave ^%^%Eichhoff
36865||Eichhorn, #1+Ambrosius#1- Hubert Eduard (1769-1852) 
36866||Eichhorn, Johann Gottfried (1752-1827) 
50210||Andreas Chrysogon ^%^%Eichler
43550||Magnus ^%^%Eichmann
46101||Graf Adolf ^%^%Einsiedel
46103||Einsiedel (E.-Scharfenstein), Friedrich Hildebrand von (1750-1828) 
49957||Gräfin Klementine ^%^%Einsiedel
43555||Karl ^%^%Eisendecher
50207||Eißl, Therese, geb. Oberndorfer (1792-? 1842) 
50208||Ekendahl, Daniel Georg (von) (1780-1857) 
50254||Elberfeld, Deutsch-Amerikanischer Bergwerksverein, Direktion
50205||Angelo Maria d'^%^%Elci
52099||^%^%Eleonore
36880||Elkan, Julius (1777-1839) 
43557||Friedrich ^%^%Ellendt
36883||Ellmaurer, Joseph (1772-1833) 
50203||Elsholtz, (Elsholz; seit 1839: E.-Blomering), Gottlob #1+Franz#1- von (1791-1872) 
36886||Josepha ^%^%Elterich
36887||Michael ^%^%Elterich
43559||Anselm ^%^%Elwert
43560||Ernst ^%^%Elwert
50120||Gustav ^%^%Emminghaus
36892||Heinrich van ^%^%Emster
43562||Ende, #1+Friedrich#1- Albrecht Gotthilf (Gotthelf) von (1765-1829) 
46954||Ende, Karl Wilhelm Adolf von (1776-nach 1839) 
43564||Daniel ^%^%Engelhard
43566||Philippine ^%^%Engelhard
50202||Engelhardt, Christian #1+Moritz#1- (1775-1858) 
43572||Engelmann, #1+Julius#1- Bernhard (1773-1844) 
36912||Johann Jakob Michael ^%^%Engst
43578||Karl ^%^%Erbstein
36925||Friedrich Wilhelm von ^%^%Erdmannsdorff
36928||Erffa, Karl Lebrecht Hartmann von (1761-1825) 
61928||Akademie ^%^%Erfurt
36930||Redakteure des Allgemeinen Jahrbuchs ^%^%Erfurt
52020||Redaktion Erholungen ^%^%Erfurt
36933||Erichson, Johann (1777-1856) 
36940||Johann Heinrich Martin ^%^%Ernesti
36942||Johann Samuel ^%^%Ersch
36948||Escher vom Glas, Johannes (1754-1819) 
36950||Johannes Kaspar ^%^%Escher
36952||Eschwege, #1+Wilhelm#1- #1+Ludwig#1- Karl von (1777-1855) 
36954||Eskeles, #1+Cäcilie#1- von, geb. Zippora Itzig, gesch. Wulff (1760-1836) 
36956||brf-
43584||Ferdinand ^%^%Eßlair
43586||Esterházy von Galántha, #1+Paul#1- Anton (Pál Antal) Fürst (1785/86-1866) 
36970||Johann Jakob ^%^%Ettling
36971||Ludwig ^%^%Ettmüller
36977||Edward ^%^%Everett
50201||Thomas ^%^%Everitt
51755||Societ d'Agriculture ^%^%Evreux
36980||Johann Jakob ^%^%Ewich
36981||Eyben, Friedrich (Frederik) (seit 1817:) Graf von (1770-1825) 
43592||Eybenberg, Karoline Esperance #1+Marianne#1- von, geb. Meyer (um 1770 oder 1775/76-1812) 
36985||Johann Gottfried ^%^%Eydam
36992||^%^%F....h
43596||Wilhelm von ^%^%Faber
49827||Adolf ^%^%Fabritius
1906||Facius, #1+Angelika#1- Bellonata (1806-1887) 
37000||Friedrich Wilhelm ^%^%Facius
37002||Johann Friedrich ^%^%Facius
49837||Julius ^%^%Fack
43599||Färber, Johann Heinrich #1+David#1- (1775-1814) 
37005||Johann Kaspar ^%^%Fäsi
43601||Anton ^%^%Falger
43602||Karoline ^%^%Falk
43603||Falk, #1+Johannes#1- Daniel (Ps. Johannes von der Ostsee) (1768-1826) 
43604||brf-
43607||Louis ^%^%Fauche-Borel
37020||Tobias (von) ^%^%Faudel
49838||Antoine ^%^%Fée
37028||Johann Gottlieb ^%^%Feige
37030||Karl ^%^%Feige
37034||Feilner, Tobias Christoph (1773-1839) 
50260||Karl ^%^%Feist
50261||Karl ^%^%Feldhoff
43609||Fellenberg, Philipp #1+Emanuel#1- von (1771-1844) 
62130||brf-
37039||Karl Johann Georg ^%^%Felser
52109||Heinrich ^%^%Felsing
50262||Karl ^%^%Felssecker
46958||Karl ^%^%Fenner
43611||Wilhelm ^%^%Fenner
43612||Fernow, Karl #1+Ludwig#1- (1763-1808) 
37048||Ferdinand ^%^%Ferriere
50414||^%^%Ferstlsche Buchhandlung
43615||André de ^%^%Férussac
37051||Ignaz Aurelius ^%^%Feßler
43616||Anselm ^%^%Feuerbach
43617||Gustav ^%^%Feuerlein
37057||Fanny ^%^%Fiala
37059||Jean Pierre ^%^%Ficher
37060||Fichte, Johann Gottlieb (1762-1814) 
50264||Ficinus, Heinrich David August (1782-1857) 
47257||Frohmuth ^%^%Fiedler
43621||Friedrich ^%^%Fiedler
37063||Gottlieb Christian Xaverius ^%^%Fiedler
50309||Karl Gustav ^%^%Fiedler
46961||Daniel ^%^%Fiffel
43624||Gräfin Henriette ^%^%Finck
50296||Gustav ^%^%Fincke
37081||Johann Dominikus ^%^%Fiorillo
37087||Christian Ernst ^%^%Fischer
43632||Gotthelf ^%^%Fischer
37095||Johann Karl ^%^%Fischer
37101||Nathaniel Wolfgang ^%^%Fischer
43635||Comte Xavier ^%^%Fitte
2004||Wolfgang ^%^%Flachenecker
37110||Johann Jakob von ^%^%Flanz
2008||Flatters, Jean Jacques (Johann Jakob) (1784-1845) 
50331||Fleischer, #1+Ernst#1- Gerhard (1799-1832) 
50330||Fleischer, Georg #1+Friedrich#1- (1794-1863) 
43639||Fleischer, Johann Gottlob #1+Gerhard#1- (1769-1849) 
2019||brf-
37119||Flies (Fließ), Eleonore (Lea), geb. Eskeles (1752-1812) 
37149||Foucquet, Jean Gabriel René François Marquis de (1751-1827) 
43660||Fouqué, #1+Karoline#1- Philippine de la Motte-[F.], geb. von Briest, verw. von Rochow (1775-1831) 
43664||Franckenberg (Frankenberg, F. und Ludwigsdorf), #1+Friederike#1- Dorothea Karoline von, geb. von Rüxleben (1745-1832) 
37165||Franckenberg (Frankenberg, F. und Ludwigsdorf), Sylvius Friedrich Ludwig von (1728-1815) 
37180||Frankfurt am Main, Bürger der Stadt (Bürger, Festgenossen, Freunde) 
43668||Frankfurt am Main, Gesellschaft für ältere deutsche Geschichtskunde, Zentraldirektion 
50415||William ^%^%Fraser
37196||Johann Friedrich ^%^%Frauenholz
37201||Frege, Christian Gottlob (II) (1747-1816) 
43676||Frick, #1+Georg#1- Friedrich Christoph (1781-1848) 
62116||brf-
37213||Friedlaender, Benoni (seit 1834: Johann Gottlieb Julius Benoni F.) (1773-1858) 
43678||Friedlaender, #1+David#1- Joachim (1750-1834) 
43679||Fries, #1+Jakob#1- Friedrich (1773-1843) 
37223||Friesen, Johann Georg Friedrich von (1757-1824) 
37227||Fritsch, Friedrich August von (1768-1845) 
43683||Fritsch, #1+Henriette#1- Albertine Antonie von, geb. Wolffskeel (Wolfskeel) von Reichenberg (1776-1859) 
37228||Fritsch, Jakob Friedrich von (1731-1814) 
37233||Fritsch, Konstanze (seit 1790:) Gräfin von (1781-1858) 
43689||Frommann, #1+Friedrich#1- Johannes (1797-1886) 
37242||Froriep, Ludwig Friedrich (seit 1810:) von (1779-1847) 
37249||Fuchs, Johann Friedrich (1774-1828) 
37250||Fuchs, Maximilian Heinrich (1767-1846) 
50269||Funke, Johannes Friedrich #1+Wilhelm#1- (1777-1836) 
37284||Gädicke, Johann Christian (1763-1837) 
43703||Gagern, #1+Hans#1- #1+Christoph#1- Friedrich Karl Ernst von (1766-1852) 
43705||Gallitzin, Adelheid #1+Amalia#1- (Amalija Samuilowna Golizyna) Fürstin, geb. Gräfin von Schmettau (1748-1806) 
62118||brf-
43711||Gauby, #1+Philipp#1- Wilhelm Ludwig (um 1792-1847) 
37328||Gautieri, Giuseppe (1769-1833) 
43716||brf-
50487||brf-
61718||brf-
37359||Genast (eigentl. Kynast), Anton (um 1765-1831) 
37371||Gentz, Friedrich (seit 1804: schwedischer Ritter) (1764-1832) 
43724||Gentz, Johann #1+Heinrich#1- (1766-1811) 
52355||brf-
37395||Gerle, Wolfgang Adolf (Wilhelm Adolf) (1783-1846) 
37398||Germar, Ludwig #1+Friedrich#1- August von (1787-1842) 
37406||Gerold, Karl (1783-1854) 
50442||Gersdorff, #1+Karl#1- Friedrich Wilhelm von (1764-1829) 
37411||Gerstenberg, Heinrich Wilhelm von (1737-1823) 
43741||Gerstner, #1+Franz#1- Joseph (seit 1810:) von (1756-1832) 
43746||Giech, Franz Friedrich #1+Karl#1- Graf von (1795-1863) 
43750||Giesebrecht, #1+Karl#1- Heinrich Ludwig (1782-1832) 
43753||Gildemeister, Karoline #1+Amalie#1-, geb. Kotzebue (1759-1844) 
43755||Gille, Johann #1+Friedrich#1- Christoph (1780-1836) 
43762||Glenck, #1+Karl#1- Christian Friedrich (1779-1845) 
43763||Globig, Hans #1+Ernst#1- von (1755-1826) 
37475||Gmelin, Karl Christian (1762-1837) 
37485||Göchhausen, Ernst August Anton von (1740-1824) 
43766||Göchhausen, #1+Luise#1- Ernestine Christiane Juliane von (1752-1807) 
37494||Goens, Rijklof Michael van (genannt Cuninghame) (1748-1810) 
37512||Göschen, Georg Joachim (1752-1828) 
43779||Goethe, Johanna #1+Christiane#1- Sophie von, geb. Vulpius (1765-1816) 
43781||Goethe, Katharina #1+Elisabeth#1-, geb. Textor (1731-1808) 
49572||Goethe, Maximilian #1+Wolfgang#1- von (1820-1883) 
37524||Göttling, Johann Friedrich August (1753-1809) 
37525||Göttling, Karl Wilhelm (1793-1869) 
50452||Goldbeck, Lorenz (1778-1837) 
43805||Gore, Elisabeth (#1+Eliza#1-) Maria (1753-1802) 
37561||Gotter, Johann #1+Friedrich#1- #1+Wilhelm#1- (1746-1797) 
49984||Gottsched, Johann Christoph #1+Adolf#1- (1759-1838) 
37590||Graff, Johann Jakob (1768-1848) 
37628||Griesbach, Johann Jakob (1745-1812) 
43826||Griesinger, Georg #1+August#1- (seit 1819:) von (1769-1845) 
43828||Grimm, #1+Jakob#1- Ludwig Karl (1785-1863) 
43831||Grimm, #1+Wilhelm#1- Karl (1786-1859) 
43834||Grohmann, Johann #1+Christian#1- #1+August#1- (1769-1847) 
50491||Grolman (Grolmann), #1+Karl#1- Ludwig Wilhelm (seit 1812:) von (1775-1829) 
43841||Großbritannien, #1+Friederike#1- Karoline Sophie Alexandrine Prinzessin von, Herzogin von Cumberland, geb. Prinzessin von Mecklenburg-Strelitz, verw. Prinzessin von Preußen, verw. Prinzessin von Solms-Braunfels (1778-1841) 
37658||Grotefend, Georg Friedrich (1775-1853) 
43849||Grotthuß, #1+Sophie#1- Leopoldine Wilhelmine von, geb. Sara Meyer, gesch./verw. Wulff (um 1763-1828) 
43852||Gruber von Grubenfels, #1+Karl#1- Anton (1760-1840) 
37667||Grubers Erben, Johann Martin 
43855||Grüner, #1+Vinzenz#1- Raimund (1771-1832) 
49746||Gruithuisen, Franz von Paula (1774-1852) 
50489||Grustner von Grustorf (Grustdorf, Grustorff, Grusendorf) zu Rheinsperg, Leopoldine (1809-1889) 
43866||Gualtieri, #1+Peter#1- Albert Samuel von (1763/64-1805) 
37690||Gubitz, Friedrich Wilhelm (1786-1870) 
37704||Günther, Johann Jakob (1771-1852) 
37707||Günther, Wilhelm Christoph (1755-1826) 
50518||John ^%^%Guillemard
37729||Karl Theodor ^%^%Gutjahr
43877||Gutschmid, #1+Christian#1- Friedrich (seit 1765:) von (1756-1813) 
37739||August ^%^%Haacke
37740||Karolina Philippina von ^%^%Haacke
46212||Haas & Sohn 
50531||Friedrich ^%^%Habel
43881||Friedrich Wilhelm ^%^%Haberland
37751||Johann Christoph ^%^%Haberle
43883||Georg ^%^%Hackert
43884||Hackert, Jakob #1+Philipp#1- (1737-1807) 
37758||Ernst Michael ^%^%Haeberlin
37761||Johann Kaspar ^%^%Häfeli
37763||Ernst Johann Heinrich ^%^%Häfner
43889||Georg ^%^%Haegermann
37767||Thomas ^%^%Haekel
43890||Wilhelm ^%^%Häring
37769||Gottfried Christoph ^%^%Härtel
43892||Gräfin Luise ^%^%Haeseler
43893||Wilhelm ^%^%Häser
43894||Sophie ^%^%Häßler
50570||Ferdinand ^%^%Hafemann
43895||Haffner, #1+Karl#1- August (1794-1844) 
37781||Hage, Karl Christoph (1775-1838) 
37789||Hagen, Friedrich Heinrich von der (1780-1856) 
37795||Ludwig von ^%^%Hager
50563||Heinrich Wilhelm ^%^%Hahn
50566||Wilhelm ^%^%Hahn
50574||Karoline ^%^%Hahn
43903||Haide (eigentl. Heyd, Heiden), #1+Friedrich#1- Johann Michael Jakob (1771-1840) 
37802||Wilhelmine ^%^%Halberstadt
50569||Chambers ^%^%Hall
37805||Halle, die Mitglieder der Badedirektion 
62292||Thüringisch-Sächsischer Verein ^%^%Halle
43909||Wilhelm ^%^%Hallwachs
37816||Halter, Felix Anton (gest. 1800) 
37823||Christian Gottfried ^%^%Hammann
37826||Joseph von ^%^%Hammer
61891||Wetterauische Gesellschaft ^%^%Hanau
37830||Friedrich ^%^%Hanff
46219||Karl ^%^%Hanisch
37831||Václav ^%^%Hanka
64223||Kabinettsministerium ^%^%Hannover
37836||Franz Joseph ^%^%Harbaur
37846||Francis ^%^%Hare-Naylor (I)
53173||Francis ^%^%Hare-Naylor (II)
37848||Duco van ^%^%Haren
43916||Harl, Johann (#1+Jean#1-) Paul (1772/73-1842) 
43918||Gabriel ^%^%Harnier
37855||Karl Borromäus Graf ^%^%Harrach
43920||nam Josephine Gräfin ^%^%Harrach
37857||Wilhelm ^%^%Harrien
50559||Georg ^%^%Harrys
43925||Hartmann, Christian #1+Ferdinand#1- (1774-1842) 
37875||Franz ^%^%Hartwig
37876||Christian Immanuel ^%^%Hase
43927||Heinrich ^%^%Hase
50492||Hase, Karl Georg (1786-1862) 
37880||Josua ^%^%Hasenclever
43933||Hatzfeldt (Hatzfeld; H.-Wildenburg zu Weisweiler), #1+Edmund#1- Gottfried Wilhelm Kornel(ius) Graf von (1746-1806) 
50493||Haxthausen, #1+Werner#1- Moritz Maria (seit 1837:) Graf von (1780-1842) 
37908||Haydon, Benjamin Robert (1786-1846) 
37917||Hecker, Justus Friedrich Karl (1795-1850) 
50639||Johann Georg ^%^%Heine
50589||Karl Sigismund ^%^%Heine
37945||Heinke, #1+Ferdinand#1- Wilhelm (1782-1857) 
37969||brf-
43957||brf-
43961||Henckel von Donnersmarck, Eleonore Maximiliane #1+Ottilie#1- Luise Gräfin, geb. Gräfin von Lepel (1756-1843) 
37984||Hendrich, #1+Franz#1- #1+Ludwig#1- Ernst #1+Albrecht#1- Karl Friedrich von (1754-1828) 
38014||Henzen, Johann Karl Gottlieb (um 1747-1805) 
52118||John Abraham ^%^%Heraud
38021||Herda zu Brandenburg, Friederike #1+Bernhardine#1- #1+Sophie#1- Dorothea Elisabethe von, geb. von Holleben (1749-1816) 
38022||Herda zu Brandenburg, Karl Christian von (1726/28-1802) 
43980||Herda zu Brandenburg, #1+Ludwig#1- Ernst Konstantin von (1775-1857) 
38024||Herder, Johann Gottfried (seit 1801:) von (1744-1803) 
43984||Herder, Maria Karolina (#1+Karoline#1-) (seit 1801:) von, geb. Flachsland (1750-1809) 
43986||Herder, Siegmund (Sigismund) #1+August#1- Wolfgang (seit 1801:) von (1776-1838) 
