id|aufgabe02|aufgabe03
41164||Schlegel, August Wilhelm (seit 1815:) von (1767-1845) 
41166||brf-
41171||Schlegel, Julius Heinrich Gottlieb (1772-1839) 
45136||Schlegel, Karl Wilhelm #1+Friedrich#1- (seit 1815:) von (1772-1829) 
46668||brf-
45138||Schleiermacher, #1+Ernst#1- Christian Friedrich Adam (1755-1844) 
41175||Schleußner, Gabriel Jonathan (1763/67-1798) 
45144||Schlichtegroll, Adolf Heinrich #1+Friedrich#1- (seit 1808:) von (1765-1822) 
41180||Schlitz, Hans Graf von (bis 1793: Hans von Labes) (1763-1831) 
45153||Schlosser, Hieronymus #1+Peter#1- (1735-1797) 
45156||Schlosser, Johann #1+Georg#1- (1739-1799) 
45158||Schlosser, #1+Johanna#1- Katharina Sibylla, geb. Fahlmer (1744-1821) 
44686||Schlosser, #1+Luise#1- Maria Anna (1774-1811) 
45163||Schlosser, #1+Margarete#1- Rebekka Elisabeth, geb. Steitz (1749-1819) 
41182||Schlotheim, Ernst Friedrich von (1764-1832) 
41187||Schmaling, Gotthelf Eberhard (1760-1836) 
45167||Schmalz, #1+Theodor#1- Anton Heinrich (1760-1831) 
45168||Schmeller, Johann #1+Joseph#1- (1794-1841) 
41204||Schmid, Friedrich August (1781-1856) 
51664||Schmidmer, Johann Lorenz (1779-1831) 
41238||Schmidt, Johann Adam (1759-1809) 
41242||Schmidt, Johann Christoph (1727-1807) 
45176||Schmidt, Johann Gottlieb #1+Friedrich#1- (seit 1812:) von (1779-1864) 
55456||Schmidt, Johann #1+Heinrich#1- Christian (1779-1857) 
45183||Schmidt-Phiseldeck (bis 1789: Schmidt), Wilhelm #1+Justus#1- Eberhard von (1769-1851) 
51879||Johann Jakob ^%^%Schmied
51881||brf-
41265||Anton ^%^%Schmitson
51918||Johann hermann Joseph ^%^%Schmittmann
51958||Johann Wilhelm ^%^%Schmitz
45184||Schnaubert, #1+Andreas#1- Joseph (1750-1825) 
41270||Schnauß, Christian Friedrich (1722-1797) 
45188||Schnauß, #1+Karl#1- August Konstantin (1782-1832) 
51898||Schneider, Johann Wilhelm (um 1783-1854) 
41293||Schönborn, Gottlob Friedrich Ernst (1737-1817) 
49930||Schoepke, Adalbert (1793-1844) 
41303||Scholley, Karl Ludwig August von (1730-1813) 
41306||Schopenhauer, Arthur (1788-1860) 
45214||Schopenhauer, #1+Johanna#1- Henriette, geb. Trosiener (1766-1838) 
45217||Schorn, Johann Karl #1+Ludwig#1- (seit 1839:) von (1793-1842) 
62133||brf-
41312||brf-
45219||Schottin, #1+Karl#1- Georg Ludwig (1774-1838) 
51951||Schröder, #1+Andreas#1- Emanuel (Andrej Andrejewitsch) (seit 1788/93:) von (1776-1858) 
45223||Schröder, #1+Friedrich#1- Ulrich #1+Ludwig#1- (1744-1816) 
51942||Schrön, Heinrich #1+Ludwig#1- Friedrich (1799-1875) 
51835||Schtscherbatowa, Anna Michailowna Fürstin, geb. Prinzessin Chilkowa (1799-1868) 
51904||Schubert, Ernst (erw. 1827-1833) 
45233||Schuchardt, Johann #1+Christian#1- (1799-1870) 
45235||Schuckmann, Kaspar #1+Friedrich#1- von (1755-1834) 
41365||Schütz, Anna Henriette, geb. Danovius (um 1751-1823) 
61808||brf-
41371||Schütz, Johann Gottfried (1769-1848) 
45241||Schütz, Johann #1+Heinrich#1- #1+Friedrich#1- (1779-1829) 
41376||Schufft (Schuft), Gottlieb (erw. 1799) 
41381||Schulin, Johann Friedrich Gabriel (1763-1835) 
41387||Schultheß, Anna #1+Barbara#1- (Bäbe), geb. Wolf (1745-1818) 
41398||Schultze (Schulze), Karl Adolf (1758-1818) 
49791||Schultze (Schulz), Karl #1+Ferdinand#1- (1787-1877) 
51960||Schumacher, Ludwig #1+Wolrad#1- Friedrich Wilhelm (1793-1862) 
41424||Schwabe, Friedrich Wilhelm (1780-1842) 
41429||Schwabe, Karl Lebrecht (1778-1851) 
45267||Schwägrichen, Christian #1+Friedrich#1- (1775-1853) 
62115||brf-
45282||Schweighäuser, Johann #1+Gottfried#1- (1776-1844) 
45287||Schwendler, Auguste Sophie #1+Henriette#1- (seit 1825:) von, geb. von Mützschefahl, gesch. Gräfin von Schlabrendorf(f) (1773-1853) 
41469||Schwerdgeburth, Karl August (1785-1878) 
41477||Scott, Walter (1771-1832) 
45300||Seckendorff (S.-Aberdar), Franz Karl #1+Leopold#1- (Leo) von (1775-1809) 
45299||Seckendorff, #1+Franz#1- Paul Christoph Albrecht von (1750-1823) 
45315||Seebeck, #1+Juliane#1- Ulrika Amalia, geb. Boye (1774-1861) 
51733||Seebeck, Karl Julius #1+Moritz#1- (1805-1884) 
51689||Ségur, Marie #1+Félicité#1- Henriette Comtesse de, geb. (Comtesse) d'Aguesseau (um 1778-1847) 
41502||Seidel, Friedrich Ludwig (1765-1831) 
45319||Seidel, #1+Philipp#1- Friedrich (1755-1820) 
51749||Semler, #1+Karl#1- Wilhelm Salomo (1788-1838) 
51738||Senoner, Johann #1+Kajetan#1- (Gaetano) (gest. 1841) 
45327||Servière, Anna #1+Charlotte#1- (1773-1862) 
45328||Servière, Pauline (#1+Paula#1-) Maria Walburgis (1773-1832) 
45335||Sickler, #1+Friedrich#1- Karl Ludwig (1773-1836) 
41555||brf-
41579||Sintenis, Wilhelm Ferdinand (1781/82-1833) 
51743||Skerl, Paul Anton (1787-1852) 
41597||brf-
41609||Soemmerring, Samuel Thomas (seit 1808:) von (1755-1830) 
45351||Solms (S.-Braunfels), #1+Wilhelm#1- Christian Karl Fürst zu (1759-1837) 
41635||Robert ^%^%Southey
41669||Spilcker (Spilker), Johann Christoph Ferdinand (1746-1805) 
45368||Spontini, #1+Gaspare#1- Luigi Pacifico (1774-1851) 
45370||Sprengel, #1+Kurt#1- Polykarp Joachim (1766-1833) 
63845||brf-
52968||Städel, Anna Rosina (#1+Rosette#1-) Magdalene, geb. Willemer (1782-1845) 
45377||Staegemann, Christian #1+Friedrich#1- August (seit 1816:) von (1763-1840) 
45379||Staël (S.-Holstein, S. von Holstein), Anne Louise #1+Germaine#1- de, geb. Necker (1766-1817) 
47185||brf-
41708||Stark (Starcke), Johann Christian d. Ä. (1753-1811) 
41710||Stark (Starcke), Johann Christian d. J. (1769-1837) 
41725||Steffany (Stephani), Georg Christoph (um 1749-1807) 
41729||Steffens, Henrik (Heinrich, Henrich) (1773-1845) 
51852||Steifensand, #1+Karl#1- Philipp #1+August#1- (1803-1849) 
45401||Stein (S.-Kochberg), Gottlob #1+Karl#1- Wilhelm Friedrich von (1765-1837) 
45402||Stein, Heinrich Friedrich #1+Karl#1- vom und zum (1757-1831) 
45407||Stein zum Altenstein, #1+Karl#1- Siegmund Franz vom/von (1770-1840) 
41760||Steiner, Emanuel d. J. (1778-1831) 
41762||Steiner (Steinert), Johann Friedrich Rudolf (1742-1804) 
41765||Steiner, Karl Friedrich Christian (1774-1840) 
41771||Steinhäuser, Johann Gottfried d. J. (1768-1825) 
51974||Sterling, #1+Charles#1- James (1804/05-1880) 
50194||Stich, Sophie #1+Auguste#1- Friederike, geb. Düring (1795-1865) 
45423||Stichling, Karl Wilhelm #1+Konstantin#1- (1766-1836) 
6528||Stieler, #1+Joseph#1- Karl (1781-1858) 
62114||brf-
41808||Stock, Jakob (1745-1808) 
45434||Stolberg-Stolberg, #1+Friedrich#1- (Fritz) Leopold Graf zu (1750-1819) 
51993||Storch, Franz de Paula (1763-1838) 
51992||Streber, Franz #1+Ignaz#1- (seit 1815:) von (1758-1841) 
45451||Streckfuß, Adolf Friedrich #1+Karl#1- (1779-1844) 
41845||Streiber, Johann Lorenz (1723-1796) 
41852||Strick van Linschoten, Paulus Hubert Adriaan Jan (1769-1819) 
45457||Struve, #1+Heinrich#1- Christoph Gottfried (Heinrich Antonowitsch) (seit 1782:) von (1772-1851) 
62117||brf-
41888||Sturm, Karl Christian Gottlob (1780-1826) 
41901||Süvern, Johann Wilhelm (1775-1829) 
47192||Swaine, Robert Victor (1794-1859) 
49243||Szymanowska, #1+Maria#1- (Marianna) Agata, geb. Wo#.lowska (Wolowska) (1789-1831) 
51731||Tann, #1+Heinrich#1- Ferdinand (Friedrich) Konrad von und zu der (1784-1848) 
41942||Tauscher, August Michael (1771-1841) 
41949||Teichmann, Johann Valentin (1791-1860) 
51999||Ternite, Friedrich #1+Wilhelm#1- (1786-1871) 
45487||Teuscher, Christian #1+Friedrich#1- Gottfried (1791-1865) 
41990||Thibaut, Anton Friedrich Justus (1772-1840) 
41994||Thiele, Abraham Christoph (1729-1805) 
52084||brf-
45498||Thieriot, #1+Paul#1- Emil (1780-1831) 
52001||Thomas, Johann #1+Jakob#1- (1819-1842) 
42032||brf-
45505||Thouret, #1+Nikolaus#1- Friedrich (seit 1808:) von (1767-1845) 
45507||Thümmel, #1+Hans#1- Wilhelm von (1744-1824) 
42035||Thümmel, Moritz August von (1738-1817) 
42037||Thürheim, #1+Friedrich#1- #1+Karl#1- Hubertus Johannes Nepomuk Graf von (1762/63-1832) 
45513||Tieck, Christian #1+Friedrich#1- (1776-1851) 
45517||Tilly, Johann #1+August#1- (1775-1852) 
61809||brf-
42087||Todenwarth, Karl Wolff von (1762-1816) 
42089||Toel, Heinrich (1759-1813) 
50363||Töpfer, Martin Christian Viktor (1789-1839) 
42105||Christoph Wilhelm ^%^%Tottien
45529||Toussaint, Gebrüder 
45530||Toussaint, Ludwig (#1+Louis#1-) Otto (1766-1825) 
42112||Trapp, Augustin (erw. 1766-1770) 
45532||Trebra, Eleonore #1+Erdmuthe#1- von, geb. von Gersdorff, gesch. von Geusau (1764-1844) 
45533||Trebra, Friedrich Wilhelm #1+Heinrich#1- von (1740-1819) 
42121||Treitlinger, Franz Ludwig (seit 1813:) von (1754-1831) 
42123||brf-
42133||Treviranus, Ludolf Christian (1779-1864) 
42145||Trommsdorff, Johann Bartholomäus (1770-1837) 
52024||Troß, Karl #1+Ludwig#1- Philipp (1795-1864) 
45551||Türckheim, Anna #1+Elisabeth#1- (Lili, Elise) von, geb. Schönemann (1758-1817) 
45560||Uhden, Johann Daniel #1+Wilhelm#1- Otto (seit 1834/35:) von (1763-1835) 
42187||Ulmann, Gabriel (um 1743-1816) 
45564||Ulrich, Johann #1+August#1- David (1772/73-1825) 
45567||Unger, #1+Friederike#1- Helene, geb. ? Rothenburg (1741/51/54-1813) 
45568||Unger, #1+Johann#1- #1+Friedrich#1- Gottlieb (1753-1804) 
42214||Urban, Christian Gotthold August (1765-1827) 
42219||Urlau (Uhrlau), Johann Heinrich Gottlob (1762-1826) 
42225||Uwarow, Sergej Semjonowitsch (seit 1846:) Graf (1786-1855) 
51665||Valeriani, Giuseppe (?) de (1765-1856) 
42243||Vanderstraß (van der Strass), Karl #1+Daniel#1- (1770-1827) 
42274||Vent, Johann #1+Christoph#1- #1+Gottlob#1- (Gottlieb) (1752-1822) 
64812||brf-
42302||Vieweg, Johann (Hans) #1+Friedrich#1- (1761-1835) 
45597||Villers, #1+Charles#1- François Dominique de (1765-1815) 
52085||Vinne, Jan van der (1793-1870) 
45599||Vitzthum von Eckstädt, #1+Heinrich#1- Karl Wilhelm Graf (1770-1837) 
42322||Vitzthum von Egersberg, #1+Friedrich#1- August Johann (1785-1859) 
42326||Völkel, Julius Adolf (1780-1846) 
42329||Vogel, Christian Georg Karl (1760-1819) 
42335||Vogel, Karl (1798-1864) 
45606||Voght, Johann #1+Kaspar#1- Heinrich (seit 1802:) von (1752-1839) 
42341||brf-
45607||Nikolaus ^%^%Vogt
45609||Vohs (Voß), Johann #1+Heinrich#1- Andreas (1762-1804) 
45611||Voigt, #1+Amalie#1- Karoline Friederike von, geb. Hufeland, verw. Osann (1766-1843) 
42343||Voigt, Bernhard Friedrich (1787-1859) 
42344||Voigt, Christian Gottlob (seit 1807:) von d. Ä. (1743-1819) 
42348||Voigt, Christian Gottlob (seit 1807:) von d. J. (1774-1813) 
42362||Voigt, Johann Karl Wilhelm (1752-1821) 
42368||brf-
45619||Voigts, Johanna (#1+Jenny#1-) Wilhelmina Juliana von, geb. Möser (1749-1814) 
45623||Voß, #1+Amalie#1- Friederike Wilhelmine Ernestine von, geb. von Voß (1763-1809) 
42383||Voß, Johann Heinrich d. Ä. (1751-1826) 
42392||Vulpius, Rinaldo (1802-1874) 
45636||Waagen, #1+Friedrich#1- Ludwig Heinrich (1750-1822) 
45638||Wachler, Johann Friedrich #1+Ludwig#1- (1767-1838) 
52044||Wackenroder, #1+Heinrich#1- Wilhelm Ferdinand (1798-1854) 
51823||Wagener, Gerhard Ludwig #1+Friedrich#1- (1794-1833) 
61710||brf-
45644||Wagner, Gottlob Heinrich #1+Adolf#1- (Ps. Ralph Nym) (1774-1835) 
46510||Wagner, Johann Karl Gottfried (1763-1831) 
42423||Wagner, Johann Konrad (1737-1802) 
45648||Wagner, Johann #1+Martin#1- (seit 1829:) von (1777-1858) 
45650||Wagner, Johann #1+Peter#1- Alexander (1730-1809) 
42427||Wahl, Friedrich Wilhelm (Johann Heinrich Friedrich) (1776-1829) 
42434||Walch, Friedrich August (1780-1837) 
52045||Walker, Alexander (1779-1852) 
42458||Wallraf, Ferdinand Franz (1748-1824) 
61717||brf-
62288||Warschau, Gesellschaft der Freunde der Wissenschaften 
42500||Weber, Bernhard Anselm (1764-1821) 
61073||brf-
45681||Wedekind, #1+Georg#1- Christian Gottlieb (seit 1809:) von (1761-1831) 
45684||Wedel, Johanna #1+Marianne#1- Henriette von, geb. von Woellwarth-Essingen (1752-1815) 
61714||brf-
42535||Weigel, Rudolf (1804-1867) 
45688||Büchsenschützenkompanie ^%^%Weimar
42544||Weimar, Geheimes Konsilium in
4254||Reichspostamt ^%^%Weimar
42548||Kirchenkommission ^%^%Weimar
52103||Weimar, Museum (Lesemuseum), Die Vorsteher 
62137||Weimar, Oberkonsistorium in
62148||Weimar, Postamt 
45697||Weise (Weiße), Johann #1+Adam#1- Immanuel (1775-1850) 
42568||Daniel Samuel ^%^%Weissemmel
42578||Welden, Konstantin Ludwig von (1771-1842) 
42592||Welser von und zu Neunhof, Karl Wilhelm (1763-1812) 
45703||Wendt, Johann #1+Amadeus#1- (Johann Gottlieb) (1783-1836) 
50022||Weppen, Auguste Wilhelmine Dorothee Jakobine #1+Georgine#1-, geb. Bütemeister (1790-1870) 
45704||Werlich, August #1+Karl#1- Friedrich (1772-1833) 
52080||brf-
45710||Werthern (W.-Beichlingen), #1+Christiane#1- Benedikte Johanne Gräfin von, geb. von Globig (1759-1829) 
50084||Weydt, Philipp Jakob (1795-1856) 
46832||Weygand'sche (Weygandsche) Buchhandlung 
42652||Weyhrother (Weyrother), Johann von (um 1765-1817) 
42653||Weyland (Weiland), Philipp Christian (1765-1843) 
42656||Weyrauch, Vinzent (1765-1802) 
45728||Wichmann, #1+Ludwig#1- Wilhelm (1788-1859) 
45732||Wieland, Christoph #1+Martin#1- (1733-1813) 
50514||Willamow, Gregor (Grigori Iwanowitsch) (seit ?:) von (1773-1842) 
61715||brf-
45751||Wilmans, Gerhard #1+Friedrich#1- (1764-1830) 
45752||Wilmans, #1+Heinrich#1- Johann Christian (1788-1854) 
51827||John ^%^%Wilson
42713||Windischmann, Karl Joseph Hieronymus (1775-1839) 
61810||brf-
45756||Winkler, #1+Karl#1- Gottfried Theodor (Ps. Theodor Hell) (1775-1856) 
7370||brf-
61892||brf-
51365||Wittgenstein, Johann Franz #1+Heinrich#1- Anton (1797-1869) 
45761||Witzel, Johann #1+Karl#1- (1785-1810) 
45762||Witzleben, Georg #1+Hartmann#1- von (1766-1841) 
62188||brf-
50497||brf-
42764||Wolbach, Christoph Leonhard (seit 1845:) von (1783-1872) 
52046||Wolbock, Jean Louis Armand de, (seit ?:) Vicomte de Lime (1792-1861) 
45773||Wolf, Maria Sabina (#1+Sabine#1-) Apollonia Viktoria, geb. Schropp (1754-1821) 
45775||Wolff, Anna #1+Amalia#1- (Amalie) Christiane, geb. Malcolmi (Malkolmy), gesch./verw. Miller, gesch. Becker (1780/83-1851) 
62168||Wolff, Johann Heinrich (1792-1869) 
45777||Wolff, Johann #1+Konrad#1- (1768-1815) 
22592||Wolff, Oskar Ludwig #1+Bernhard#1- (1799-1851) 
42790||Wolffskeel (Wolfskeel) von Reichenberg, Christian Friedrich Karl von (1763-1844) 
42804||Woltmann, Karl Ludwig (seit 1806:) von (1770-1817) 
45785||Wolzogen, #1+Wilhelm#1- Ernst Friedrich von (1762-1809) 
42808||William ^%^%Wordsworth
42809||Wortmann, Amalie, geb. Simons (1801-1847) 
42813||Wranitzky, Paul (1756-1808) 
45789||Württemberg, #1+Eugen#1- Friedrich Heinrich Herzog von (1758-1822) 
42837||Wyttenbach, Johann Hugo (1767-1848) 
50152||Zahn, Johann Karl #1+Wilhelm#1- (1800-1871) 
42858||Zapff (Zapf), Johann Justin (1749-1834) 
66053||brf-
50185||Zeis, Christian #1+Friedrich#1- Benjamin (1774-1839) 
42881||Zenobio, #1+Alvise#1- Luigi Conte di (1757-1817) 
46871||Zieten (Ziethen; genannt Z.-Liberati), #1+August#1- Karl Friedrich Daniel (Karl August Friedrich) von (1784-1844) 
42918||Zimmermann, Karl Wilhelm (1766-? nach 1829) 
45839||Zschokke, Johannes #1+Heinrich#1- Daniel (David) (1771-1848) 
45841||Zucchi, Maria Anna #1+Angelika#1- Katharina, geb. Kauffmann (1741-1807) 
42943||Zumsteeg, Johann Rudolf (1760-1802) 
